adjustment,trans,variable,section,date,value
brut,var,utot,cb,2020-04-01,-31.220524981046
brut,var,utot,cb,2020-07-01,-11.7354294981151
brut,var,utot,cb,2020-10-01,-12.6872515314655
brut,var,utot,cb,2021-01-01,-8.03960576933799
brut,var,utot,cb,2021-04-01,22.6078642987017
brut,var,utot,cb,2021-07-01,6.80048259973593
brut,var,utot,cb,2021-10-01,15.8930243262392
brut,var,utot,cb,2022-01-01,18.6889718359266
brut,var,utot,cb,2022-04-01,15.6576999852742
brut,var,utot,cb,2022-07-01,10.2210147512415
brut,var,utot,cb,2022-10-01,-1.08949935863581
brut,var,utot,cb,2023-01-01,5.06793255825368
brut,var,utot,cb,2023-04-01,-3.95824132264568
brut,var,utot,cb,2023-07-01,-5.1348352794353
brut,var,utot,cb,2023-10-01,-1.7898628770115
brut,var,utot,cb,2024-01-01,-4.17541860073166
brut,var,utot,cc,1999-01-01,
brut,var,utot,cc,1999-04-01,
brut,var,utot,cc,1999-07-01,
brut,var,utot,cc,1999-10-01,
brut,var,utot,cc,2000-01-01,5.68516213299876
brut,var,utot,cc,2000-04-01,8.0356462230567
brut,var,utot,cc,2000-07-01,6.62435167452137
brut,var,utot,cc,2000-10-01,11.4333782600354
brut,var,utot,cc,2001-01-01,2.0761332535895
brut,var,utot,cc,2001-04-01,-4.73550797561873
brut,var,utot,cc,2001-07-01,-7.41762398920561
brut,var,utot,cc,2001-10-01,-11.4020144230737
brut,var,utot,cc,2002-01-01,-9.05151453662282
brut,var,utot,cc,2002-04-01,-1.14812764179173
brut,var,utot,cc,2002-07-01,-2.23666564344299
brut,var,utot,cc,2002-10-01,-4.68389374551978
brut,var,utot,cc,2003-01-01,-1.8261250122946
brut,var,utot,cc,2003-04-01,-5.27446823910004
brut,var,utot,cc,2003-07-01,-3.33547255895703
brut,var,utot,cc,2003-10-01,-1.30956300403116
brut,var,utot,cc,2004-01-01,0.48375118899574
brut,var,utot,cc,2004-04-01,-0.10516309831394
brut,var,utot,cc,2004-07-01,0.27476165815014
brut,var,utot,cc,2004-10-01,1.03434648912403
brut,var,utot,cc,2005-01-01,-4.09720332804373
brut,var,utot,cc,2005-04-01,1.85069547628931
brut,var,utot,cc,2005-07-01,0.26058462515749
brut,var,utot,cc,2005-10-01,-0.51920009912458
brut,var,utot,cc,2006-01-01,5.46838931819014
brut,var,utot,cc,2006-04-01,-0.49805216789432
brut,var,utot,cc,2006-07-01,2.43188307421476
brut,var,utot,cc,2006-10-01,3.29901822852901
brut,var,utot,cc,2007-01-01,7.706786380352
brut,var,utot,cc,2007-04-01,7.68161750271907
brut,var,utot,cc,2007-07-01,5.08280195416637
brut,var,utot,cc,2007-10-01,9.30547676852404
brut,var,utot,cc,2008-01-01,1.6051261229041
brut,var,utot,cc,2008-04-01,6.96347618369249
brut,var,utot,cc,2008-07-01,4.35949110089891
brut,var,utot,cc,2008-10-01,-0.40463525849035
brut,var,utot,cc,2009-01-01,-6.95177234998777
brut,var,utot,cc,2009-04-01,-12.9018321466831
brut,var,utot,cc,2009-07-01,-7.52456490769431
brut,var,utot,cc,2009-10-01,-5.41122298381059
brut,var,utot,cc,2010-01-01,0.79807249207616
brut,var,utot,cc,2010-04-01,4.1734486292549
brut,var,utot,cc,2010-07-01,2.84255326351067
brut,var,utot,cc,2010-10-01,3.82025088880087
brut,var,utot,cc,2011-01-01,-0.07411777619687
brut,var,utot,cc,2011-04-01,0.99750677899302
brut,var,utot,cc,2011-07-01,-1.83347456206048
brut,var,utot,cc,2011-10-01,-8.91039833463248
brut,var,utot,cc,2012-01-01,-8.32351133510413
brut,var,utot,cc,2012-04-01,-9.19715540176369
brut,var,utot,cc,2012-07-01,-6.59134589392387
brut,var,utot,cc,2012-10-01,-2.14746787487479
brut,var,utot,cc,2013-01-01,-3.44429790313358
brut,var,utot,cc,2013-04-01,-0.0843164482439
brut,var,utot,cc,2013-07-01,0.00693734151823
brut,var,utot,cc,2013-10-01,2.62985436277954
brut,var,utot,cc,2014-01-01,0.90911339524597
brut,var,utot,cc,2014-04-01,3.8325148055082
brut,var,utot,cc,2014-07-01,0.90498553877538
brut,var,utot,cc,2014-10-01,-8.13475373149293
brut,var,utot,cc,2015-01-01,-4.68075352141341
brut,var,utot,cc,2015-04-01,-7.45561976464197
brut,var,utot,cc,2015-07-01,-9.20116036276307
brut,var,utot,cc,2015-10-01,-5.40887226771387
brut,var,utot,cc,2016-01-01,-1.01796847969682
brut,var,utot,cc,2016-04-01,2.4329920212407
brut,var,utot,cc,2016-07-01,-0.28383521906997
brut,var,utot,cc,2016-10-01,-2.04459003521203
brut,var,utot,cc,2017-01-01,0.59730811332722
brut,var,utot,cc,2017-04-01,-0.40607046549654
brut,var,utot,cc,2017-07-01,-0.32516744368411
brut,var,utot,cc,2017-10-01,2.61614077186789
brut,var,utot,cc,2018-01-01,-3.84070758317512
brut,var,utot,cc,2018-04-01,-1.05737883486605
brut,var,utot,cc,2018-07-01,1.37483266381757
brut,var,utot,cc,2018-10-01,-1.23748201397549
brut,var,utot,cc,2019-01-01,-2.36163254951405
brut,var,utot,cc,2019-04-01,-3.93131236227131
brut,var,utot,cc,2019-07-01,-0.01297671070542
brut,var,utot,cc,2019-10-01,-0.61347736043952
brut,var,utot,cc,2020-01-01,0.96436391892065
brut,var,utot,cc,2020-04-01,-13.3778688349407
brut,var,utot,cc,2020-07-01,-4.10596367342688
brut,var,utot,cc,2020-10-01,-1.93115112830755
brut,var,utot,cc,2021-01-01,-6.75134852965749
brut,var,utot,cc,2021-04-01,15.3116885613117
brut,var,utot,cc,2021-07-01,11.0939645615027
brut,var,utot,cc,2021-10-01,4.22023450739707
brut,var,utot,cc,2022-01-01,17.9896416089447
brut,var,utot,cc,2022-04-01,14.4725315923306
brut,var,utot,cc,2022-07-01,6.45275583531141
brut,var,utot,cc,2022-10-01,5.74415608885368
brut,var,utot,cc,2023-01-01,3.6722337671048
brut,var,utot,cc,2023-04-01,-10.3881285704775
brut,var,utot,cc,2023-07-01,-8.3860565964663
brut,var,utot,cc,2023-10-01,-4.79377867468564
brut,var,utot,cc,2024-01-01,-10.944876087852
brut,var,utot,cdce,1999-01-01,
brut,var,utot,cdce,1999-04-01,
brut,var,utot,cdce,1999-07-01,
brut,var,utot,cdce,1999-10-01,
brut,var,utot,cdce,2000-01-01,18.1789237632116
brut,var,utot,cdce,2000-04-01,12.1454685699401
brut,var,utot,cdce,2000-07-01,11.2024597120303
brut,var,utot,cdce,2000-10-01,8.57039353891774
brut,var,utot,cdce,2001-01-01,10.0842852518652
brut,var,utot,cdce,2001-04-01,11.9677942992695
brut,var,utot,cdce,2001-07-01,3.49995936782914
brut,var,utot,cdce,2001-10-01,-2.0867904112064
brut,var,utot,cdce,2002-01-01,-4.87410484811189
brut,var,utot,cdce,2002-04-01,0.78418894534021
brut,var,utot,cdce,2002-07-01,-4.3599559757334
brut,var,utot,cdce,2002-10-01,2.78088730776195
brut,var,utot,cdce,2003-01-01,8.3031768765544
brut,var,utot,cdce,2003-04-01,-6.35021441821379
brut,var,utot,cdce,2003-07-01,6.84497163398007
brut,var,utot,cdce,2003-10-01,-0.22360994872428
brut,var,utot,cdce,2004-01-01,0.10611790071914
brut,var,utot,cdce,2004-04-01,13.7340939404604
brut,var,utot,cdce,2004-07-01,5.33130215660007
brut,var,utot,cdce,2004-10-01,10.8234611778478
brut,var,utot,cdce,2005-01-01,1.80292201106441
brut,var,utot,cdce,2005-04-01,-2.65433995267465
brut,var,utot,cdce,2005-07-01,13.7733353990171
brut,var,utot,cdce,2005-10-01,10.2437136185747
brut,var,utot,cdce,2006-01-01,19.6548216085388
brut,var,utot,cdce,2006-04-01,20.2857104805105
brut,var,utot,cdce,2006-07-01,8.0560787900787
brut,var,utot,cdce,2006-10-01,4.49961912861755
brut,var,utot,cdce,2007-01-01,1.05873214709059
brut,var,utot,cdce,2007-04-01,-5.97432675505763
brut,var,utot,cdce,2007-07-01,-2.16193548984345
brut,var,utot,cdce,2007-10-01,14.1789949767702
brut,var,utot,cdce,2008-01-01,8.69458629888305
brut,var,utot,cdce,2008-04-01,15.2411514659421
brut,var,utot,cdce,2008-07-01,5.84762387955632
brut,var,utot,cdce,2008-10-01,-20.414749546512
brut,var,utot,cdce,2009-01-01,-21.6670142750938
brut,var,utot,cdce,2009-04-01,-19.3425559281478
brut,var,utot,cdce,2009-07-01,-13.8860270795598
brut,var,utot,cdce,2009-10-01,0.5050622586543
brut,var,utot,cdce,2010-01-01,0.60795660284604
brut,var,utot,cdce,2010-04-01,-0.4866800407259
brut,var,utot,cdce,2010-07-01,0.57515074695743
brut,var,utot,cdce,2010-10-01,-3.87156613417758
brut,var,utot,cdce,2011-01-01,8.49391456993523
brut,var,utot,cdce,2011-04-01,2.72466097425812
brut,var,utot,cdce,2011-07-01,-6.38512288165447
brut,var,utot,cdce,2011-10-01,2.83730917393875
brut,var,utot,cdce,2012-01-01,-12.7932288500121
brut,var,utot,cdce,2012-04-01,-9.52073086605494
brut,var,utot,cdce,2012-07-01,5.90831127320813
brut,var,utot,cdce,2012-10-01,0.07040515609059
brut,var,utot,cdce,2013-01-01,15.6473576716023
brut,var,utot,cdce,2013-04-01,21.3847058806166
brut,var,utot,cdce,2013-07-01,1.4534079292662
brut,var,utot,cdce,2013-10-01,-1.60196508017373
brut,var,utot,cdce,2014-01-01,-4.46389110033694
brut,var,utot,cdce,2014-04-01,-8.51757466476614
brut,var,utot,cdce,2014-07-01,-0.38530330841506
brut,var,utot,cdce,2014-10-01,4.28031511159694
brut,var,utot,cdce,2015-01-01,-18.0856797672766
brut,var,utot,cdce,2015-04-01,-21.7883177795744
brut,var,utot,cdce,2015-07-01,-20.6685100064704
brut,var,utot,cdce,2015-10-01,-21.4772536090567
brut,var,utot,cdce,2016-01-01,7.24447072252878
brut,var,utot,cdce,2016-04-01,6.56701487876827
brut,var,utot,cdce,2016-07-01,-11.4000246276897
brut,var,utot,cdce,2016-10-01,-3.62018230847842
brut,var,utot,cdce,2017-01-01,12.1129813774656
brut,var,utot,cdce,2017-04-01,2.45989152823942
brut,var,utot,cdce,2017-07-01,14.0999656601223
brut,var,utot,cdce,2017-10-01,14.9474109445217
brut,var,utot,cdce,2018-01-01,-0.13732387801381
brut,var,utot,cdce,2018-04-01,13.7150395295446
brut,var,utot,cdce,2018-07-01,10.9011988997422
brut,var,utot,cdce,2018-10-01,17.7042608945713
brut,var,utot,cdce,2019-01-01,6.66195474606211
brut,var,utot,cdce,2019-04-01,-2.13009754354689
brut,var,utot,cdce,2019-07-01,-0.88915995328854
brut,var,utot,cdce,2019-10-01,-9.76229403524535
brut,var,utot,cdce,2020-01-01,-4.32785972628517
brut,var,utot,cdce,2020-04-01,-11.8313350263599
brut,var,utot,cdce,2020-07-01,-11.4206827276549
brut,var,utot,cdce,2020-10-01,0.54774966855119
brut,var,utot,cdce,2021-01-01,2.75308511683057
brut,var,utot,cdce,2021-04-01,16.0650654675643
brut,var,utot,cdce,2021-07-01,12.3764591291913
brut,var,utot,cdce,2021-10-01,30.9112075742463
brut,var,utot,cdce,2022-01-01,23.6984283970105
brut,var,utot,cdce,2022-04-01,37.1154259272082
brut,var,utot,cdce,2022-07-01,21.8633355372414
brut,var,utot,cdce,2022-10-01,4.1827119288432
brut,var,utot,cdce,2023-01-01,6.40045593064899
brut,var,utot,cdce,2023-04-01,-12.586033992699
brut,var,utot,cdce,2023-07-01,-4.55667757093773
brut,var,utot,cdce,2023-10-01,-12.0380803772529
brut,var,utot,cdce,2024-01-01,-21.911425946321
brut,var,utot,cf,1999-01-01,
brut,var,utot,cf,1999-04-01,
brut,var,utot,cf,1999-07-01,
brut,var,utot,cf,1999-10-01,
brut,var,utot,cf,2000-01-01,14.0355640016288
brut,var,utot,cf,2000-04-01,6.29868385710451
brut,var,utot,cf,2000-07-01,9.39174705251877
brut,var,utot,cf,2000-10-01,-6.39656304075424
brut,var,utot,cf,2001-01-01,19.6940840376145
brut,var,utot,cf,2001-04-01,27.7195198989261
brut,var,utot,cf,2001-07-01,19.0385793018983
brut,var,utot,cf,2001-10-01,16.9057181105373
brut,var,utot,cf,2002-01-01,5.99671821391277
brut,var,utot,cf,2002-04-01,9.06123256504104
brut,var,utot,cf,2002-07-01,11.6415453469828
brut,var,utot,cf,2002-10-01,3.27669340935412
brut,var,utot,cf,2003-01-01,4.79246130430815
brut,var,utot,cf,2003-04-01,-7.41742246913432
brut,var,utot,cf,2003-07-01,7.16852449398649
brut,var,utot,cf,2003-10-01,18.574849796227
brut,var,utot,cf,2004-01-01,13.5009974351667
brut,var,utot,cf,2004-04-01,20.7180166835581
brut,var,utot,cf,2004-07-01,1.94340849214768
brut,var,utot,cf,2004-10-01,-2.73545460987881
brut,var,utot,cf,2005-01-01,1.08593308643523
brut,var,utot,cf,2005-04-01,3.38402919048078
brut,var,utot,cf,2005-07-01,10.8508138949487
brut,var,utot,cf,2005-10-01,19.8943533697631
brut,var,utot,cf,2006-01-01,14.8720814704421
brut,var,utot,cf,2006-04-01,12.1810288284349
brut,var,utot,cf,2006-07-01,10.6364296960154
brut,var,utot,cf,2006-10-01,21.002096563459
brut,var,utot,cf,2007-01-01,18.8712903400183
brut,var,utot,cf,2007-04-01,27.2545034384831
brut,var,utot,cf,2007-07-01,34.9908322158671
brut,var,utot,cf,2007-10-01,13.1858473746327
brut,var,utot,cf,2008-01-01,2.47385175079582
brut,var,utot,cf,2008-04-01,6.6337023585525
brut,var,utot,cf,2008-07-01,-2.2279887282827
brut,var,utot,cf,2008-10-01,-1.33114434041798
brut,var,utot,cf,2009-01-01,15.9026360166858
brut,var,utot,cf,2009-04-01,3.55369526857893
brut,var,utot,cf,2009-07-01,11.1221696939537
brut,var,utot,cf,2009-10-01,17.1088725997211
brut,var,utot,cf,2010-01-01,10.0985928974825
brut,var,utot,cf,2010-04-01,5.8113730929265
brut,var,utot,cf,2010-07-01,-2.55261979399912
brut,var,utot,cf,2010-10-01,-5.15907301806728
brut,var,utot,cf,2011-01-01,-7.70648582855158
brut,var,utot,cf,2011-04-01,-6.34046776398334
brut,var,utot,cf,2011-07-01,-6.50275735294121
brut,var,utot,cf,2011-10-01,3.76635914767587
brut,var,utot,cf,2012-01-01,1.55139282261127
brut,var,utot,cf,2012-04-01,11.8760012382086
brut,var,utot,cf,2012-07-01,6.59366283152216
brut,var,utot,cf,2012-10-01,16.822719764906
brut,var,utot,cf,2013-01-01,5.26323951665974
brut,var,utot,cf,2013-04-01,0.42977819835772
brut,var,utot,cf,2013-07-01,14.082356973265
brut,var,utot,cf,2013-10-01,-2.34479758016658
brut,var,utot,cf,2014-01-01,2.08415784941053
brut,var,utot,cf,2014-04-01,4.54569418532688
brut,var,utot,cf,2014-07-01,-7.75321293993662
brut,var,utot,cf,2014-10-01,6.14982104213659
brut,var,utot,cf,2015-01-01,-3.48774162467224
brut,var,utot,cf,2015-04-01,-7.79774170003894
brut,var,utot,cf,2015-07-01,-0.75529724748376
brut,var,utot,cf,2015-10-01,-5.25693814744312
brut,var,utot,cf,2016-01-01,0.6254450466601
brut,var,utot,cf,2016-04-01,6.11264915922262
brut,var,utot,cf,2016-07-01,2.72684851347218
brut,var,utot,cf,2016-10-01,-3.90603436874475
brut,var,utot,cf,2017-01-01,12.5520895887876
brut,var,utot,cf,2017-04-01,-1.59350793545127
brut,var,utot,cf,2017-07-01,6.47932295329837
brut,var,utot,cf,2017-10-01,11.7016939064518
brut,var,utot,cf,2018-01-01,4.22548175034882
brut,var,utot,cf,2018-04-01,19.3308107282002
brut,var,utot,cf,2018-07-01,-2.72829071796263
brut,var,utot,cf,2018-10-01,11.995489912653
brut,var,utot,cf,2019-01-01,8.52672294319297
brut,var,utot,cf,2019-04-01,10.8918930732806
brut,var,utot,cf,2019-07-01,23.5157968511794
brut,var,utot,cf,2019-10-01,6.05598511706478
brut,var,utot,cf,2020-01-01,11.404414990716
brut,var,utot,cf,2020-04-01,8.84300733153147
brut,var,utot,cf,2020-07-01,-1.02093472743714
brut,var,utot,cf,2020-10-01,-9.81990688291831
brut,var,utot,cf,2021-01-01,-2.23910126158319
brut,var,utot,cf,2021-04-01,-5.47647779937544
brut,var,utot,cf,2021-07-01,5.65372280651276
brut,var,utot,cf,2021-10-01,14.6607835060824
brut,var,utot,cf,2022-01-01,13.0431862181161
brut,var,utot,cf,2022-04-01,5.17847889763234
brut,var,utot,cf,2022-07-01,8.35147210296101
brut,var,utot,cf,2022-10-01,14.9805744125863
brut,var,utot,cf,2023-01-01,9.36176882059424
brut,var,utot,cf,2023-04-01,2.09463269365032
brut,var,utot,cf,2023-07-01,5.38140961799096
brut,var,utot,cf,2023-10-01,-6.42199053898833
brut,var,utot,cf,2024-01-01,-6.79813491887449
brut,var,utot,cg,1999-01-01,
brut,var,utot,cg,1999-04-01,
brut,var,utot,cg,1999-07-01,
brut,var,utot,cg,1999-10-01,
brut,var,utot,cg,2000-01-01,11.4959011523254
brut,var,utot,cg,2000-04-01,11.2715179788637
brut,var,utot,cg,2000-07-01,9.15311726920146
brut,var,utot,cg,2000-10-01,12.3892703790401
brut,var,utot,cg,2001-01-01,9.53303888693925
brut,var,utot,cg,2001-04-01,7.14795438455846
brut,var,utot,cg,2001-07-01,3.83111056641683
brut,var,utot,cg,2001-10-01,1.71493973563103
brut,var,utot,cg,2002-01-01,-6.29298604888996
brut,var,utot,cg,2002-04-01,-2.04344570901145
brut,var,utot,cg,2002-07-01,-0.57207247225255
brut,var,utot,cg,2002-10-01,-2.75950516845946
brut,var,utot,cg,2003-01-01,0.45769040193493
brut,var,utot,cg,2003-04-01,-0.22748062757124
brut,var,utot,cg,2003-07-01,4.15691500952898
brut,var,utot,cg,2003-10-01,4.71677374718066
brut,var,utot,cg,2004-01-01,10.7605762209585
brut,var,utot,cg,2004-04-01,9.91408321774862
brut,var,utot,cg,2004-07-01,9.66398102422739
brut,var,utot,cg,2004-10-01,9.15508407706264
brut,var,utot,cg,2005-01-01,0.22245007140835
brut,var,utot,cg,2005-04-01,10.4985713022003
brut,var,utot,cg,2005-07-01,5.76975206972799
brut,var,utot,cg,2005-10-01,6.09698889477015
brut,var,utot,cg,2006-01-01,10.8810598044844
brut,var,utot,cg,2006-04-01,3.1142285150732
brut,var,utot,cg,2006-07-01,7.08932845646664
brut,var,utot,cg,2006-10-01,10.7683554932875
brut,var,utot,cg,2007-01-01,13.900739160511
brut,var,utot,cg,2007-04-01,9.17911032514347
brut,var,utot,cg,2007-07-01,6.15464580212492
brut,var,utot,cg,2007-10-01,6.13609817442917
brut,var,utot,cg,2008-01-01,6.14736363349585
brut,var,utot,cg,2008-04-01,9.09300039233653
brut,var,utot,cg,2008-07-01,7.94081297764193
brut,var,utot,cg,2008-10-01,-3.00519904047975
brut,var,utot,cg,2009-01-01,-16.5945134525145
brut,var,utot,cg,2009-04-01,-15.4480778791809
brut,var,utot,cg,2009-07-01,-9.39442523830181
brut,var,utot,cg,2009-10-01,-3.98058124281322
brut,var,utot,cg,2010-01-01,6.48075968415501
brut,var,utot,cg,2010-04-01,6.19857839602769
brut,var,utot,cg,2010-07-01,4.94430226459444
brut,var,utot,cg,2010-10-01,4.12045734745205
brut,var,utot,cg,2011-01-01,7.25175795106127
brut,var,utot,cg,2011-04-01,1.93709366239344
brut,var,utot,cg,2011-07-01,-6.37103489242805
brut,var,utot,cg,2011-10-01,-4.87193275276607
brut,var,utot,cg,2012-01-01,-9.1620027745953
brut,var,utot,cg,2012-04-01,-5.52485772461223
brut,var,utot,cg,2012-07-01,-3.36038532493379
brut,var,utot,cg,2012-10-01,-3.41943798030713
brut,var,utot,cg,2013-01-01,-1.48205060631327
brut,var,utot,cg,2013-04-01,1.67956645017491
brut,var,utot,cg,2013-07-01,1.51506048636234
brut,var,utot,cg,2013-10-01,1.37156391188082
brut,var,utot,cg,2014-01-01,9.26854468079903
brut,var,utot,cg,2014-04-01,-1.47357497782984
brut,var,utot,cg,2014-07-01,-1.05456949172848
brut,var,utot,cg,2014-10-01,-0.509926500954
brut,var,utot,cg,2015-01-01,-6.83404368127917
brut,var,utot,cg,2015-04-01,-6.55670902165638
brut,var,utot,cg,2015-07-01,-6.61552668980376
brut,var,utot,cg,2015-10-01,-3.30132953272367
brut,var,utot,cg,2016-01-01,-0.87290699125446
brut,var,utot,cg,2016-04-01,3.51411161985957
brut,var,utot,cg,2016-07-01,-4.06907922309387
brut,var,utot,cg,2016-10-01,-2.89845182692937
brut,var,utot,cg,2017-01-01,-3.23699954875047
brut,var,utot,cg,2017-04-01,-4.89206061601478
brut,var,utot,cg,2017-07-01,7.61156722422808
brut,var,utot,cg,2017-10-01,11.4268380539255
brut,var,utot,cg,2018-01-01,10.5199422788001
brut,var,utot,cg,2018-04-01,23.4342433689701
brut,var,utot,cg,2018-07-01,4.14095337190194
brut,var,utot,cg,2018-10-01,3.06791343372021
brut,var,utot,cg,2019-01-01,0.57939182513639
brut,var,utot,cg,2019-04-01,-4.03392591415096
brut,var,utot,cg,2019-07-01,-4.54130569124437
brut,var,utot,cg,2019-10-01,-5.85500638760139
brut,var,utot,cg,2020-01-01,-2.55102305755948
brut,var,utot,cg,2020-04-01,-4.5476287264534
brut,var,utot,cg,2020-07-01,-0.6282423617143
brut,var,utot,cg,2020-10-01,1.34024908808991
brut,var,utot,cg,2021-01-01,2.00516875571428
brut,var,utot,cg,2021-04-01,19.4570387427851
brut,var,utot,cg,2021-07-01,8.44712624254804
brut,var,utot,cg,2021-10-01,6.14728069693933
brut,var,utot,cg,2022-01-01,11.9202344946743
brut,var,utot,cg,2022-04-01,4.06018409033874
brut,var,utot,cg,2022-07-01,4.9185287495733
brut,var,utot,cg,2022-10-01,5.24718459581434
brut,var,utot,cg,2023-01-01,0.32172016184445
brut,var,utot,cg,2023-04-01,-5.60763965003361
brut,var,utot,cg,2023-07-01,-3.53067839238497
brut,var,utot,cg,2023-10-01,-4.83441140826073
brut,var,utot,cg,2024-01-01,-6.88208360065491
brut,var,utot,ch,1999-01-01,
brut,var,utot,ch,1999-04-01,
brut,var,utot,ch,1999-07-01,
brut,var,utot,ch,1999-10-01,
brut,var,utot,ch,2000-01-01,19.4196927925272
brut,var,utot,ch,2000-04-01,18.8164321093173
brut,var,utot,ch,2000-07-01,19.3198331539089
brut,var,utot,ch,2000-10-01,23.9001763910366
brut,var,utot,ch,2001-01-01,16.3504256743861
brut,var,utot,ch,2001-04-01,16.3221966984323
brut,var,utot,ch,2001-07-01,1.96886402136842
brut,var,utot,ch,2001-10-01,-14.7341355385396
brut,var,utot,ch,2002-01-01,-36.2348622443949
brut,var,utot,ch,2002-04-01,-20.581769247552
brut,var,utot,ch,2002-07-01,-12.3477484673997
brut,var,utot,ch,2002-10-01,-20.3043898137596
brut,var,utot,ch,2003-01-01,17.4287014772015
brut,var,utot,ch,2003-04-01,-19.9833849912458
brut,var,utot,ch,2003-07-01,-14.7736115506544
brut,var,utot,ch,2003-10-01,9.1766595071146
brut,var,utot,ch,2004-01-01,-7.19821382683366
brut,var,utot,ch,2004-04-01,32.3506408036539
brut,var,utot,ch,2004-07-01,0.74919991856423
brut,var,utot,ch,2004-10-01,-9.37970553270412
brut,var,utot,ch,2005-01-01,-1.58344895877665
brut,var,utot,ch,2005-04-01,-19.1655851829922
brut,var,utot,ch,2005-07-01,-8.78435567103056
brut,var,utot,ch,2005-10-01,-2.41856908091107
brut,var,utot,ch,2006-01-01,-2.6651937634166
brut,var,utot,ch,2006-04-01,2.90918859328176
brut,var,utot,ch,2006-07-01,16.8435568173223
brut,var,utot,ch,2006-10-01,24.9753374603977
brut,var,utot,ch,2007-01-01,19.4655091113466
brut,var,utot,ch,2007-04-01,39.500044363652
brut,var,utot,ch,2007-07-01,26.9922813677466
brut,var,utot,ch,2007-10-01,4.02943756634441
brut,var,utot,ch,2008-01-01,5.68195982707013
brut,var,utot,ch,2008-04-01,-7.04957693257923
brut,var,utot,ch,2008-07-01,-4.36778592984498
brut,var,utot,ch,2008-10-01,-11.5249847076976
brut,var,utot,ch,2009-01-01,-30.7952461643801
brut,var,utot,ch,2009-04-01,-31.9740281488606
brut,var,utot,ch,2009-07-01,-24.8298749933249
brut,var,utot,ch,2009-10-01,6.34195881811414
brut,var,utot,ch,2010-01-01,61.3922761309242
brut,var,utot,ch,2010-04-01,49.2545547638831
brut,var,utot,ch,2010-07-01,29.9246167095759
brut,var,utot,ch,2010-10-01,3.19580223504574
brut,var,utot,ch,2011-01-01,2.57077001819223
brut,var,utot,ch,2011-04-01,-13.621158095574
brut,var,utot,ch,2011-07-01,-2.69652744985528
brut,var,utot,ch,2011-10-01,-5.09256890985838
brut,var,utot,ch,2012-01-01,-7.75512872751372
brut,var,utot,ch,2012-04-01,-10.0139439338643
brut,var,utot,ch,2012-07-01,-5.43627951220628
brut,var,utot,ch,2012-10-01,-6.95712924143103
brut,var,utot,ch,2013-01-01,-7.27104616115145
brut,var,utot,ch,2013-04-01,0.42404121575794
brut,var,utot,ch,2013-07-01,-1.11745415108943
brut,var,utot,ch,2013-10-01,1.5401828370582
brut,var,utot,ch,2014-01-01,5.3770848334235
brut,var,utot,ch,2014-04-01,-1.23616805225339
brut,var,utot,ch,2014-07-01,0.87149001567988
brut,var,utot,ch,2014-10-01,4.01035893987786
brut,var,utot,ch,2015-01-01,-3.9657028010769
brut,var,utot,ch,2015-04-01,-7.73501524339853
brut,var,utot,ch,2015-07-01,-9.19946732207711
brut,var,utot,ch,2015-10-01,-10.3250048822098
brut,var,utot,ch,2016-01-01,-4.98913216375708
brut,var,utot,ch,2016-04-01,0.33680402894667
brut,var,utot,ch,2016-07-01,-3.68876912329022
brut,var,utot,ch,2016-10-01,-3.22851107990011
brut,var,utot,ch,2017-01-01,2.85673791931227
brut,var,utot,ch,2017-04-01,2.04271896808109
brut,var,utot,ch,2017-07-01,6.3118531878314
brut,var,utot,ch,2017-10-01,6.22747702269048
brut,var,utot,ch,2018-01-01,12.7312327511166
brut,var,utot,ch,2018-04-01,17.5353606783544
brut,var,utot,ch,2018-07-01,9.14168743001279
brut,var,utot,ch,2018-10-01,5.75167148778953
brut,var,utot,ch,2019-01-01,-1.5890761190738
brut,var,utot,ch,2019-04-01,-6.34034756780819
brut,var,utot,ch,2019-07-01,-0.16123066990785
brut,var,utot,ch,2019-10-01,-4.70780913460632
brut,var,utot,ch,2020-01-01,-7.61660867262519
brut,var,utot,ch,2020-04-01,-15.7029873776222
brut,var,utot,ch,2020-07-01,-14.2639725412991
brut,var,utot,ch,2020-10-01,-2.54704765174792
brut,var,utot,ch,2021-01-01,6.46643841522956
brut,var,utot,ch,2021-04-01,30.6500189268275
brut,var,utot,ch,2021-07-01,20.8506714021419
brut,var,utot,ch,2021-10-01,15.9675090488417
brut,var,utot,ch,2022-01-01,14.4786698465922
brut,var,utot,ch,2022-04-01,16.5330229011557
brut,var,utot,ch,2022-07-01,12.6564420217976
brut,var,utot,ch,2022-10-01,5.63516717976001
brut,var,utot,ch,2023-01-01,-0.30265791888174
brut,var,utot,ch,2023-04-01,-13.0671058777179
brut,var,utot,ch,2023-07-01,-15.1905367873269
brut,var,utot,ch,2023-10-01,-9.9099830012308
brut,var,utot,ch,2024-01-01,-11.4207640973775
brut,var,utot,ci,1999-01-01,
brut,var,utot,ci,1999-04-01,
brut,var,utot,ci,1999-07-01,
brut,var,utot,ci,1999-10-01,
brut,var,utot,ci,2000-01-01,15.3544701616118
brut,var,utot,ci,2000-04-01,14.0429348015395
brut,var,utot,ci,2000-07-01,11.7336036179738
brut,var,utot,ci,2000-10-01,0.29199629249993
brut,var,utot,ci,2001-01-01,3.34617224606055
brut,var,utot,ci,2001-04-01,-1.09948791955144
brut,var,utot,ci,2001-07-01,-1.80002587907335
